speed,mileage,lastMaintenanceDaysAgo,previous_delay,congestion,occupancyPercentage,delay_minutes,maintenance_status
92,70119,54,32,2,98,25,Healthy
85,84400,185,51,5,52,44,Critical
53,65718,20,46,5,44,45,Healthy
115,46445,113,17,7,35,26,Minor Issue
56,15796,49,53,1,27,46,Healthy
78,57218,135,43,2,54,40,Critical
48,49131,29,32,6,65,41,Healthy
116,18123,48,6,2,30,1,Healthy
118,18222,13,50,4,80,42,Healthy
45,34074,3,27,6,63,36,Healthy
62,39825,2,0,7,30,19,Healthy
98,46839,16,55,5,30,43,Healthy
85,78322,94,38,8,41,44,Minor Issue
77,66321,102,33,6,81,42,Critical
53,35988,134,38,5,67,43,Healthy
111,45507,45,18,4,82,5,Healthy
101,33806,71,30,6,70,26,Healthy
74,46901,133,12,6,64,22,Minor Issue
58,27043,56,56,6,52,55,Healthy
69,85761,199,23,1,79,14,Critical
117,19752,127,4,6,21,25,Healthy
64,78993,32,22,1,32,17,Healthy
79,52616,49,18,5,85,38,Healthy
53,62127,13,0,7,76,31,Healthy
65,84777,158,32,1,62,14,Critical
61,10453,25,58,1,64,32,Healthy
87,85432,60,49,6,50,44,Minor Issue
90,97362,59,55,7,29,45,Minor Issue
42,20976,156,32,6,42,45,Minor Issue
81,80404,58,31,5,48,32,Healthy
58,91932,20,58,6,50,56,Healthy
112,87707,162,27,3,97,32,Minor Issue
67,99647,133,36,9,93,65,Critical
84,43688,188,40,5,37,35,Healthy
110,96840,171,11,2,30,0,Critical
117,12017,57,8,7,66,18,Healthy
102,17957,185,49,3,22,37,Minor Issue
112,14792,54,54,1,21,28,Healthy
58,65982,112,10,3,73,13,Healthy
86,23237,173,32,9,91,54,Critical
53,61586,86,18,5,50,22,Healthy
77,91787,37,53,7,27,42,Minor Issue
92,29252,84,56,3,62,31,Healthy
100,20707,48,41,4,67,28,Healthy
75,44206,118,33,1,21,23,Healthy
79,13543,182,6,3,41,9,Healthy
69,54135,48,30,7,24,37,Healthy
48,45031,112,51,4,26,43,Healthy
103,52929,110,1,2,39,0,Healthy
72,75747,6,18,5,96,28,Healthy
91,67851,162,37,5,21,30,Minor Issue
53,65311,191,31,2,51,20,Minor Issue
114,75867,78,9,6,22,14,Minor Issue
92,98780,176,40,4,60,34,Critical
98,67196,23,7,1,61,2,Healthy
117,83705,126,25,3,96,25,Minor Issue
80,67894,84,29,9,64,44,Healthy
107,97640,13,10,7,90,36,Healthy
107,24591,47,40,6,36,32,Healthy
47,58893,44,19,1,66,14,Healthy
41,10727,105,59,9,88,73,Healthy
80,31359,160,19,9,43,42,Minor Issue
94,53822,154,8,1,90,1,Minor Issue
55,98534,181,7,6,53,24,Critical
101,20929,14,59,7,69,60,Healthy
87,70091,180,14,2,61,4,Critical
69,90378,121,33,8,52,45,Minor Issue
51,33519,36,23,8,46,33,Healthy
74,27393,8,32,6,97,38,Healthy
50,44318,168,40,9,78,58,Minor Issue
103,84531,150,40,3,38,26,Critical
89,57934,16,44,2,95,28,Healthy
60,91103,91,39,2,22,32,Critical
108,38840,120,26,6,90,33,Healthy
87,99367,188,20,7,44,34,Critical
59,23265,60,4,6,34,28,Healthy
106,15424,10,34,3,79,24,Healthy
83,30625,153,20,5,42,28,Healthy
72,89622,31,3,8,30,27,Healthy
112,39187,21,48,6,78,39,Healthy
100,45929,81,47,2,53,36,Healthy
48,71892,33,15,7,26,31,Healthy
107,30539,31,56,8,63,54,Healthy
74,66630,149,30,4,83,24,Minor Issue
104,19215,36,25,1,42,5,Healthy
47,49385,193,51,2,77,40,Critical
84,97580,132,34,4,39,23,Critical
86,87462,68,5,7,46,26,Minor Issue
79,35008,90,32,2,79,24,Healthy
115,58928,132,20,6,27,16,Healthy
93,93096,9,15,2,86,11,Healthy
115,99876,30,46,7,21,37,Healthy
85,34976,115,38,2,41,19,Healthy
86,37626,45,33,3,89,19,Healthy
54,69789,4,41,9,55,56,Healthy
58,14700,69,56,4,43,41,Healthy
65,73645,23,59,5,31,58,Healthy
91,83396,16,14,9,41,39,Healthy
61,17526,22,5,7,92,38,Healthy
60,49500,72,1,8,95,35,Healthy
90,78049,48,23,3,42,16,Minor Issue
77,83366,190,55,4,93,50,Critical
59,90317,188,48,7,82,54,Critical
68,69117,107,27,4,49,30,Minor Issue
90,66096,133,0,2,38,6,Minor Issue
43,17910,7,0,6,45,24,Healthy
94,91383,51,27,9,30,41,Healthy
110,81185,65,35,2,39,21,Healthy
67,60248,9,19,1,75,16,Healthy
43,84656,82,47,8,64,63,Minor Issue
61,11951,45,7,1,87,7,Healthy
115,75212,122,0,1,66,0,Critical
84,85701,175,25,3,95,24,Critical
106,89888,195,50,5,77,45,Critical
105,85282,152,42,9,29,52,Critical
73,51954,10,48,2,41,34,Healthy
94,99719,73,24,1,90,17,Minor Issue
40,18804,48,9,1,43,14,Healthy
111,10595,163,11,8,85,28,Healthy
77,39592,182,40,2,80,23,Healthy
45,50643,87,6,9,26,34,Healthy
64,72665,111,11,9,91,40,Minor Issue
56,30823,199,46,2,57,33,Minor Issue
100,15972,16,39,3,40,21,Healthy
51,25882,53,16,2,27,15,Healthy
45,76394,40,4,6,47,32,Healthy
66,81055,100,13,7,73,26,Minor Issue
47,33769,20,33,6,50,40,Healthy
104,35020,69,47,3,60,34,Healthy
96,52748,45,16,3,56,13,Healthy
79,95374,6,34,2,57,26,Healthy
53,54912,197,54,2,70,38,Critical
74,22879,177,0,5,95,20,Minor Issue
87,43798,39,58,8,56,58,Healthy
95,99826,102,49,6,50,43,Critical
88,56073,130,49,9,81,59,Minor Issue
52,85791,107,35,5,37,39,Minor Issue
100,76983,39,14,4,25,7,Healthy
88,53005,118,59,9,28,64,Healthy
85,12850,149,18,5,30,19,Healthy
101,38400,168,50,1,21,28,Minor Issue
47,21953,82,41,5,48,38,Healthy
82,33535,54,4,5,70,22,Healthy
59,85536,110,18,5,88,30,Minor Issue
78,85039,12,42,2,42,23,Minor Issue
88,91029,165,38,6,26,35,Critical
103,14055,110,4,5,75,23,Healthy
101,48170,38,51,2,96,37,Healthy
93,38251,143,11,8,81,31,Healthy
48,14532,7,18,6,93,42,Healthy
76,14924,78,46,3,99,44,Healthy
88,58037,178,11,9,34,28,Minor Issue
80,88082,65,35,4,72,33,Critical
56,81621,102,11,3,62,8,Minor Issue
60,87926,195,17,7,54,38,Critical
90,88816,101,48,8,98,57,Minor Issue
98,99654,44,50,7,33,51,Minor Issue
78,80400,31,47,1,88,23,Healthy
94,20702,171,42,1,68,24,Healthy
80,25385,77,33,5,37,33,Healthy
78,19336,48,47,8,70,44,Healthy
52,75421,82,32,3,20,29,Minor Issue
103,41225,127,48,8,46,49,Minor Issue
50,46021,189,17,3,83,15,Minor Issue
58,13782,84,56,4,79,47,Healthy
50,98877,10,28,7,60,44,Healthy
116,99630,29,44,3,40,24,Critical
85,59111,48,4,4,33,10,Healthy
84,99402,190,24,8,39,35,Critical
40,94585,116,23,4,30,16,Critical
79,52719,13,28,9,85,52,Healthy
58,59037,172,58,4,43,51,Minor Issue
115,90103,47,37,4,56,36,Minor Issue
111,13513,103,32,5,43,29,Healthy
111,23335,192,9,1,34,3,Healthy
100,54140,91,36,7,31,31,Healthy
51,90373,53,59,9,83,71,Healthy
100,87658,92,32,9,50,44,Minor Issue
72,44840,77,22,1,72,16,Healthy
84,41007,44,57,6,91,50,Healthy
108,66947,156,10,3,63,17,Minor Issue
47,36393,2,23,4,49,19,Healthy
64,67480,101,23,8,54,42,Minor Issue
85,98290,57,6,4,40,8,Healthy
69,96335,57,49,8,82,69,Minor Issue
86,19107,34,20,4,36,24,Healthy
88,15993,58,19,9,31,37,Healthy
86,62066,180,52,6,37,42,Minor Issue
57,52942,157,9,1,79,15,Minor Issue
105,26138,35,24,2,86,3,Healthy
107,54527,75,46,7,34,46,Healthy
72,19190,176,35,7,35,44,Healthy
75,88422,33,47,3,41,37,Healthy
58,65698,115,46,1,82,37,Minor Issue
67,92315,75,14,8,50,31,Minor Issue
79,39086,73,43,7,20,47,Minor Issue
115,27322,78,39,8,94,45,Healthy
54,93569,9,39,1,25,19,Minor Issue
80,95610,48,49,3,28,29,Minor Issue
78,13435,67,5,2,71,8,Healthy
41,63331,164,36,1,99,36,Critical
102,38942,199,1,5,81,24,Minor Issue
68,69635,119,11,3,77,16,Minor Issue
113,39059,172,57,8,38,51,Minor Issue
105,67557,188,3,6,32,22,Minor Issue
90,62389,191,22,9,51,42,Critical
114,63014,133,12,9,28,30,Minor Issue
116,42826,119,16,6,68,20,Healthy
49,40297,86,30,2,56,32,Healthy
53,53890,106,15,9,50,40,Healthy
90,31322,76,40,2,50,27,Healthy
112,45739,40,25,3,78,24,Minor Issue
78,19719,19,27,6,74,36,Healthy
67,89553,47,0,2,38,11,Minor Issue
42,18314,65,46,5,82,54,Healthy
109,85164,195,11,2,21,1,Critical
66,87028,146,36,4,64,35,Critical
41,46113,178,54,3,62,42,Minor Issue
77,25357,30,55,5,20,54,Healthy
42,30365,126,49,6,80,50,Minor Issue
55,49029,66,19,7,22,32,Healthy
79,11737,5,1,8,63,28,Healthy
41,84632,93,35,9,26,53,Minor Issue
80,95474,97,14,4,52,22,Minor Issue
51,88218,170,37,4,28,37,Critical
74,37499,94,21,7,49,38,Healthy
104,56157,106,43,9,37,48,Minor Issue
94,66247,133,49,2,75,31,Critical
84,51034,178,31,6,50,36,Critical
118,10294,85,58,8,91,57,Healthy
101,34596,58,19,5,82,23,Healthy
88,21434,79,35,5,69,34,Healthy
64,68382,8,32,8,20,53,Healthy
62,48098,159,14,1,38,17,Critical
63,14655,12,49,6,83,51,Healthy
77,93029,149,45,9,72,47,Critical
67,56228,94,2,6,25,15,Healthy
60,13771,190,28,7,36,43,Healthy
93,84099,91,46,4,65,30,Minor Issue
57,66799,33,26,1,91,25,Healthy
75,72257,154,4,9,92,38,Critical
84,27558,100,58,6,74,54,Healthy
112,68436,168,55,3,25,34,Minor Issue
92,42376,193,30,4,89,27,Critical
69,97458,187,21,6,87,38,Critical
99,87924,15,34,6,59,38,Healthy
71,39332,114,53,9,85,62,Healthy
106,56737,129,6,4,28,5,Minor Issue
106,99031,11,5,5,30,6,Healthy
67,83970,55,25,5,39,31,Minor Issue
83,61952,2,53,3,62,39,Healthy
118,30991,65,0,2,77,1,Healthy
80,37472,172,18,8,97,32,Critical
102,69946,16,6,9,45,23,Healthy
62,36849,150,35,9,57,45,Minor Issue
114,11541,106,11,5,55,22,Healthy
87,12765,146,19,9,74,42,Healthy
71,53074,175,22,4,25,21,Minor Issue
96,39283,30,24,2,22,19,Healthy
72,10769,10,29,3,84,33,Healthy
63,27806,186,58,1,83,45,Healthy
78,12972,62,28,5,77,32,Healthy
73,28256,85,30,1,77,14,Healthy
95,28653,134,17,1,37,16,Healthy
67,96669,67,40,7,42,48,Minor Issue
76,49339,41,18,2,48,17,Healthy
46,35757,171,53,8,42,62,Critical
107,52399,18,3,6,55,31,Healthy
76,54013,58,0,4,89,14,Healthy
95,24706,60,40,9,25,55,Healthy
104,48231,88,58,8,53,53,Healthy
104,37909,27,14,3,63,18,Healthy
86,86631,68,53,3,63,48,Healthy
59,67572,22,7,4,46,16,Healthy
58,95879,152,14,9,71,31,Critical
68,73767,40,14,9,61,42,Healthy
113,36469,109,49,5,44,38,Healthy
99,11313,74,38,9,93,57,Healthy
57,17847,66,21,6,58,31,Healthy
74,60222,168,17,8,58,48,Critical
82,84702,6,15,8,31,32,Healthy
50,19930,112,1,7,30,27,Healthy
88,13285,18,35,4,22,23,Healthy
77,45863,81,19,4,41,15,Healthy
103,26704,102,15,6,23,15,Healthy
108,28705,110,2,9,27,18,Healthy
47,10555,30,55,7,33,59,Healthy
73,31323,122,29,5,33,27,Healthy
87,80968,149,54,5,35,38,Critical
95,76922,62,1,8,51,20,Minor Issue
115,63915,138,34,6,83,41,Critical
104,20619,120,25,1,95,20,Healthy
70,82390,107,56,1,35,38,Minor Issue
43,69274,141,4,9,71,35,Critical
89,83173,76,1,8,38,33,Critical
108,31225,9,50,6,88,54,Healthy
69,36739,196,55,1,31,26,Minor Issue
98,57708,39,19,2,24,15,Healthy
106,63019,24,33,3,61,25,Healthy
114,86154,125,33,3,36,21,Minor Issue
84,17373,118,53,2,91,39,Healthy
43,45281,34,55,2,29,35,Healthy
65,30187,61,54,6,35,55,Healthy
66,77863,169,19,7,35,29,Minor Issue
85,94085,133,49,4,61,38,Critical
103,49220,79,24,1,22,13,Healthy
90,17642,50,19,6,42,38,Healthy
89,89971,132,24,7,47,32,Critical
45,65556,51,52,4,64,40,Minor Issue
98,43760,52,13,6,87,33,Healthy
54,48192,122,59,9,43,66,Healthy
69,14381,167,46,4,38,41,Healthy
81,29558,8,43,4,94,41,Healthy
76,40782,113,42,5,59,43,Healthy
81,14782,45,42,3,65,35,Healthy
74,64712,88,38,2,59,25,Healthy
45,29462,28,11,9,81,45,Healthy
107,70030,119,47,1,37,27,Minor Issue
57,78519,107,4,5,31,15,Minor Issue
112,66411,27,1,5,33,9,Healthy
68,65206,193,53,8,80,57,Critical
116,56950,162,15,6,31,23,Minor Issue
98,12523,81,54,6,46,50,Healthy
86,70926,101,29,6,25,32,Critical
56,19677,62,46,4,52,35,Healthy
61,85828,62,42,1,99,22,Critical
107,25089,166,37,3,69,27,Minor Issue
108,14581,26,44,6,31,40,Healthy
76,21907,121,50,5,76,50,Healthy
88,15609,24,41,1,72,32,Healthy
52,61153,39,23,5,32,27,Healthy
73,60539,124,50,2,91,30,Healthy
92,54143,21,29,1,22,11,Healthy
90,32936,94,36,4,83,45,Healthy
42,60182,175,56,6,77,66,Critical
81,23163,115,58,7,23,55,Healthy
71,69758,176,52,9,64,59,Critical
90,56057,121,38,5,85,39,Minor Issue
85,22537,13,10,8,55,39,Healthy
60,32419,131,13,8,42,35,Healthy
83,52578,160,22,9,38,38,Minor Issue
50,84991,163,52,3,59,49,Minor Issue
107,84599,19,15,3,91,8,Healthy
40,10834,142,49,9,35,55,Healthy
102,42214,176,20,7,77,29,Minor Issue
63,12413,81,54,4,37,48,Healthy
52,19505,123,54,1,55,33,Healthy
50,12105,68,3,7,43,16,Healthy
90,78104,173,32,6,20,29,Minor Issue
56,68408,19,53,3,20,36,Healthy
63,47679,64,46,5,83,46,Healthy
58,89731,101,13,3,81,21,Minor Issue
76,75131,66,18,8,55,41,Healthy
47,74280,66,58,5,94,55,Healthy
67,25762,75,4,6,37,17,Healthy
44,68703,45,35,2,35,27,Healthy
56,91434,87,30,8,36,45,Minor Issue
75,73079,67,44,9,43,51,Healthy
58,31577,197,17,3,87,15,Minor Issue
103,11214,3,43,6,98,43,Healthy
50,96339,166,30,6,21,40,Critical
93,58114,170,54,2,92,38,Minor Issue
84,99234,168,29,8,29,46,Critical
86,73230,178,20,5,72,30,Critical
51,42980,163,46,8,70,54,Minor Issue
60,77194,24,29,8,88,55,Healthy
50,87806,88,54,3,33,36,Healthy
44,47792,17,40,5,85,37,Healthy
95,55807,40,3,7,72,25,Healthy
59,32301,194,4,5,83,18,Healthy
80,15141,172,40,6,91,45,Healthy
85,23777,151,44,2,68,26,Healthy
51,48346,6,9,8,81,36,Healthy
109,64703,194,26,5,56,30,Minor Issue
56,57819,149,15,6,68,34,Critical
58,38469,119,29,1,87,18,Healthy
65,13845,120,12,2,52,6,Healthy
87,33290,35,35,4,41,32,Healthy
91,40699,113,20,9,89,41,Healthy
109,54252,29,44,6,52,38,Healthy
94,13293,7,52,8,47,53,Healthy
114,67089,53,39,2,23,20,Minor Issue
72,26608,165,44,5,85,47,Minor Issue
101,76273,23,14,1,96,13,Healthy
62,26619,97,19,4,68,30,Healthy
54,88006,136,19,1,30,11,Critical
66,97908,76,44,9,54,61,Minor Issue
114,91653,176,54,2,58,36,Critical
103,24779,10,58,7,29,56,Healthy
90,61040,117,4,3,93,7,Healthy
92,66325,24,53,2,91,38,Healthy
117,31630,175,53,4,88,52,Minor Issue
90,22178,181,59,7,42,48,Minor Issue
86,29935,39,31,7,53,48,Healthy
43,57258,195,5,9,51,44,Minor Issue
46,32784,66,29,3,35,30,Healthy
74,73722,6,25,7,87,34,Minor Issue
87,33027,21,36,6,73,40,Healthy
112,67853,73,12,7,47,29,Healthy
111,77359,74,28,7,79,31,Minor Issue
84,82388,36,4,5,97,24,Healthy
111,88608,131,24,9,95,44,Critical
58,86669,170,12,7,79,30,Critical
102,25111,173,23,7,99,32,Minor Issue
77,42312,44,30,3,63,34,Healthy
106,34161,91,19,1,21,10,Healthy
98,77313,161,54,5,42,43,Critical
108,60374,60,7,8,65,28,Healthy
52,34014,93,59,5,92,55,Healthy
86,90308,83,8,3,73,4,Minor Issue
100,56389,198,20,9,90,48,Critical
70,28161,83,50,2,28,33,Healthy
119,17490,77,19,3,89,23,Healthy
61,34502,26,14,4,63,20,Healthy
82,45757,21,25,1,93,20,Healthy
106,51111,120,53,4,92,45,Healthy
93,93245,130,41,4,31,37,Minor Issue
49,68645,175,10,9,51,46,Critical
81,69055,108,36,8,53,45,Critical
103,18998,158,40,2,52,24,Healthy
60,38906,27,10,7,83,31,Healthy
119,80192,71,26,6,67,28,Healthy
115,60477,148,29,7,35,47,Minor Issue
105,46901,50,18,4,69,12,Healthy
80,62021,95,33,5,42,46,Minor Issue
63,39092,23,37,6,45,44,Healthy
74,11242,141,22,9,73,44,Healthy
95,11831,81,52,2,63,30,Healthy
69,60721,132,0,9,56,29,Minor Issue
96,38511,142,2,1,28,0,Healthy
86,82782,20,2,4,32,16,Healthy
74,28302,124,27,5,79,37,Healthy
58,65568,13,13,9,99,51,Healthy
47,13232,3,51,6,21,47,Healthy
65,61507,175,29,4,79,33,Critical
110,86508,131,57,2,76,37,Critical
69,20683,129,53,5,62,46,Healthy
46,33664,90,4,8,38,24,Healthy
106,43172,152,48,8,30,52,Minor Issue
104,93641,35,14,6,97,30,Healthy
75,74340,14,37,1,66,24,Healthy
64,97236,195,13,8,82,40,Critical
76,21017,141,13,4,26,14,Healthy
40,46613,175,56,2,98,46,Minor Issue
54,96130,50,58,1,50,42,Minor Issue
76,86920,78,48,7,74,58,Minor Issue
52,40348,154,7,2,44,18,Healthy
47,26448,3,7,4,91,17,Healthy
44,19491,179,18,4,49,20,Healthy
99,88648,40,31,1,55,11,Healthy
112,68759,196,30,2,69,17,Critical
40,54553,164,28,1,33,17,Critical
75,10968,51,40,6,48,44,Healthy
74,10368,1,10,3,46,19,Healthy
105,83960,104,44,1,69,24,Minor Issue
102,45010,161,12,8,55,33,Minor Issue
62,64154,135,26,4,53,35,Minor Issue
48,45851,117,55,7,40,54,Healthy
73,35496,116,18,2,57,14,Minor Issue
85,40936,52,25,6,94,37,Healthy
117,88858,120,52,6,98,41,Critical
43,77005,139,50,7,95,62,Critical
69,47493,155,36,1,69,19,Minor Issue
114,79795,142,47,1,56,29,Minor Issue
111,46390,86,8,2,94,7,Healthy
42,20292,46,27,2,38,20,Healthy
53,38365,76,31,5,20,27,Healthy
99,27207,10,51,1,59,32,Healthy
116,32912,152,53,2,74,37,Minor Issue
84,90771,61,2,6,99,21,Minor Issue
73,66572,18,50,3,45,46,Healthy
84,29276,86,31,4,62,30,Healthy
100,15534,137,4,1,78,3,Healthy
55,45670,145,7,5,70,23,Healthy
105,72147,128,13,4,34,11,Minor Issue
79,46486,104,55,8,27,50,Minor Issue
56,75557,186,2,3,33,7,Critical
73,44268,141,23,1,26,15,Healthy
55,91335,178,12,5,37,13,Critical
99,36336,101,42,1,31,14,Healthy
105,13641,6,28,5,21,22,Healthy
105,97132,85,7,9,69,23,Minor Issue
52,42959,51,50,5,40,39,Healthy
95,23306,36,41,2,26,28,Healthy
70,56182,71,30,2,31,18,Healthy
73,84123,100,25,9,76,42,Minor Issue
78,66326,25,17,5,97,30,Healthy
106,31498,139,57,8,93,61,Healthy
47,80198,44,17,4,42,29,Minor Issue
117,37197,14,56,2,49,24,Healthy
94,30719,29,6,4,77,11,Healthy
66,35032,74,47,4,71,39,Healthy
92,69624,50,37,9,75,53,Healthy
78,88177,5,47,6,29,58,Minor Issue
104,51964,110,15,6,38,26,Minor Issue
56,40028,197,54,5,38,46,Critical
69,64646,122,55,6,78,48,Minor Issue
92,91187,88,59,1,63,29,Critical
52,18536,57,32,5,78,43,Healthy
60,66747,26,55,6,23,46,Healthy
58,55712,6,50,8,84,58,Healthy
92,16273,144,2,4,32,17,Healthy
58,81820,60,37,5,86,33,Healthy
96,84353,100,3,4,31,10,Minor Issue
64,95914,12,35,7,74,41,Minor Issue
70,60830,75,3,6,80,31,Healthy
94,27127,3,41,4,60,30,Healthy
62,93488,63,8,6,55,28,Healthy
71,21539,192,39,4,21,23,Healthy
101,56761,190,50,8,41,59,Minor Issue
113,56219,134,16,3,41,17,Minor Issue
49,24692,19,16,8,60,35,Healthy
111,93656,18,32,2,33,20,Healthy
93,23334,80,19,6,54,33,Healthy
91,38615,171,13,8,69,34,Minor Issue
59,17903,73,21,1,28,11,Healthy
71,38527,131,51,6,78,51,Minor Issue
53,25629,126,26,9,75,49,Healthy
89,68008,72,42,2,29,26,Minor Issue
67,93276,38,2,1,44,4,Healthy
92,36708,68,23,2,64,12,Healthy
63,20860,172,29,5,30,28,Healthy
118,27438,80,7,6,28,14,Healthy
61,77300,191,21,1,26,14,Critical
69,81545,42,24,7,90,33,Healthy
102,30842,64,59,4,53,45,Healthy
43,70213,182,9,9,39,40,Minor Issue
116,52372,78,48,6,24,40,Healthy
98,78906,127,28,9,74,46,Minor Issue
47,48744,105,39,1,34,24,Minor Issue
51,67442,199,53,4,67,47,Critical
70,95990,76,0,2,23,0,Minor Issue
117,13650,165,51,6,97,48,Healthy
73,55117,132,20,4,40,20,Minor Issue
114,62772,130,38,9,99,51,Minor Issue
115,13190,122,23,3,28,14,Healthy
88,58113,44,8,1,85,2,Healthy
118,18789,195,59,1,98,29,Healthy
96,42125,196,43,9,54,53,Critical
65,27459,102,53,9,70,66,Healthy
57,45418,62,25,5,97,44,Healthy
77,57085,1,8,2,56,15,Healthy
89,28768,17,19,9,25,41,Healthy
47,59961,16,55,8,70,64,Healthy
80,91099,9,34,6,85,42,Minor Issue
45,37885,181,35,7,36,40,Minor Issue
108,97421,59,41,6,84,38,Minor Issue
83,71082,119,35,5,28,33,Minor Issue
103,16895,137,53,4,32,34,Healthy
68,60311,140,8,7,77,29,Minor Issue
67,99494,119,21,4,49,12,Minor Issue
50,77067,41,0,9,50,33,Healthy
104,81017,143,4,5,42,8,Critical
58,33932,66,8,8,82,28,Healthy
48,31360,75,36,6,47,46,Healthy
66,64847,11,37,4,78,42,Healthy
73,95468,8,18,3,29,16,Healthy
83,48931,183,7,6,45,17,Critical
107,65823,134,41,1,96,30,Minor Issue
54,48032,181,42,2,36,26,Minor Issue
90,91426,148,31,7,59,39,Minor Issue
52,28807,167,12,4,87,31,Minor Issue
88,21767,99,19,5,42,26,Healthy
109,18071,72,35,1,54,18,Healthy
95,63413,113,42,2,94,30,Minor Issue
115,36149,107,43,4,95,38,Healthy
90,25540,34,36,8,28,44,Healthy
76,80248,57,29,4,98,27,Healthy
56,95435,117,9,3,64,22,Critical
97,29787,120,30,3,56,22,Healthy
68,30982,147,24,5,88,32,Minor Issue
72,32606,71,28,3,38,27,Healthy
99,20150,159,23,8,94,40,Minor Issue
94,95929,40,38,5,92,44,Minor Issue
49,56936,142,20,7,46,35,Healthy
86,18593,103,40,8,32,47,Healthy
62,27358,124,8,5,76,24,Healthy
60,92143,123,41,8,79,56,Minor Issue
52,47381,100,41,3,31,35,Healthy
72,38074,165,1,7,28,25,Healthy
63,30595,172,3,8,96,38,Minor Issue
50,54194,137,7,7,96,29,Critical
56,59377,58,31,2,46,31,Healthy
107,36853,148,13,8,82,24,Healthy
86,83719,109,48,6,48,42,Minor Issue
64,30661,121,12,3,41,14,Healthy
112,60493,92,20,4,92,18,Healthy
60,46495,50,23,7,38,37,Healthy
51,23703,148,49,3,57,44,Minor Issue
76,63080,105,17,1,58,8,Healthy
81,40815,164,44,6,34,45,Minor Issue
56,39565,117,39,3,73,39,Healthy
87,73321,27,25,6,51,22,Healthy
67,68453,32,31,3,65,29,Healthy
80,98478,1,43,6,80,48,Healthy
86,43161,17,56,4,71,41,Healthy
57,65991,137,54,4,53,40,Minor Issue
117,19716,84,55,2,92,34,Healthy
110,43349,45,52,4,54,38,Healthy
52,57098,66,32,4,89,33,Healthy
52,10132,32,51,7,56,58,Healthy
70,61990,45,30,5,97,40,Healthy
41,78921,9,17,8,80,43,Healthy
55,46538,30,34,7,68,52,Healthy
48,17213,84,11,9,28,39,Healthy
112,54223,166,50,8,38,52,Minor Issue
77,78371,60,24,9,47,36,Minor Issue
114,78274,1,44,1,99,34,Healthy
93,14134,5,30,3,45,30,Healthy
95,49601,63,9,5,57,17,Healthy
84,83889,164,46,9,59,52,Critical
73,25690,65,51,8,44,59,Healthy
48,11909,78,33,7,88,39,Healthy
47,90032,152,50,2,90,43,Minor Issue
46,22062,132,2,6,42,29,Minor Issue
75,85386,114,45,4,84,39,Minor Issue
57,44731,196,38,5,41,39,Critical
42,15153,25,7,5,83,26,Healthy
67,20481,135,31,4,87,39,Healthy
109,76425,141,42,4,77,36,Critical
83,73600,196,28,4,47,25,Critical
60,94981,43,21,2,97,15,Healthy
67,81997,57,19,1,87,17,Healthy
93,38205,164,5,2,94,9,Healthy
93,98887,142,42,7,23,32,Critical
104,91542,72,48,1,20,18,Critical
60,54149,27,28,6,45,33,Healthy
52,59112,128,41,4,52,35,Minor Issue
96,20940,106,55,2,46,34,Healthy
88,69010,165,16,3,61,16,Critical
93,86794,71,30,7,88,41,Minor Issue
49,34485,153,52,6,90,67,Healthy
92,99299,67,33,6,83,37,Minor Issue
83,11067,90,37,8,44,41,Healthy
86,30607,4,56,8,91,69,Healthy
92,71597,106,36,6,23,43,Minor Issue
113,84554,79,3,1,31,0,Minor Issue
85,58521,96,1,7,77,30,Healthy
52,25187,93,11,8,30,23,Healthy
76,13985,74,34,5,78,52,Healthy
63,53052,126,5,4,55,25,Minor Issue
41,29563,16,55,7,41,60,Healthy
53,57322,147,45,6,84,55,Minor Issue
49,71245,157,7,6,69,29,Critical
74,61514,116,20,3,23,14,Minor Issue
64,28608,179,52,4,91,53,Minor Issue
42,77262,18,57,5,71,61,Healthy
56,81327,186,45,9,62,55,Critical
51,67225,172,34,8,65,49,Minor Issue
93,83994,16,47,3,23,25,Healthy
63,27221,193,14,6,32,26,Minor Issue
68,58506,130,6,1,57,4,Critical
82,30968,56,14,3,64,23,Healthy
64,92606,79,44,7,44,56,Minor Issue
99,37937,103,5,7,86,20,Healthy
104,72435,28,46,2,74,35,Healthy
67,59508,193,16,3,58,23,Minor Issue
55,51831,5,3,7,84,20,Healthy
86,52933,106,21,6,94,39,Healthy
97,57307,22,31,7,21,28,Healthy
115,58340,117,58,9,88,61,Minor Issue
66,96338,100,21,8,81,37,Critical
92,53601,13,26,6,65,26,Healthy
81,85956,65,45,4,96,48,Minor Issue
98,82178,144,14,9,50,30,Critical
86,95311,86,59,7,54,54,Minor Issue
73,38754,64,43,5,64,42,Healthy
76,53310,32,50,2,96,42,Healthy
45,79893,80,21,9,73,42,Minor Issue
46,96799,51,27,7,90,47,Minor Issue
64,58367,79,41,9,88,57,Healthy
72,23201,186,37,9,48,46,Healthy
94,12739,174,59,5,91,57,Minor Issue
97,23231,180,56,7,27,61,Minor Issue
46,52495,106,8,5,73,26,Minor Issue
96,31168,63,33,3,26,20,Healthy
51,42624,76,35,8,42,44,Healthy
55,20635,60,8,8,51,36,Healthy
119,19964,65,14,9,81,36,Healthy
82,37785,117,44,6,64,40,Minor Issue
116,92797,81,19,2,87,7,Minor Issue
46,94790,105,7,3,49,16,Minor Issue
90,86928,128,57,6,58,45,Critical
